64,74,Kota Bontang
71,01,Bolaang Mongondow
71,02,Minahasa
71,03,Kepulauan Sangihe
71,04,Kepulauan Talaud
71,05,Minahasa Selatan
71,06,Minahasa Utara
71,07,Bolaang Mongondow Utara
71,08,Kepulauan Siau Tagulandang Biaro
71,09,Minahasa Tenggara
71,10,Bolaang Mongondow Selatan
71,71,Kota Manado
71,72,Kota Bitung
71,73,Kota Tomohon
71,74,Kota Kotamobagu
72,01,Banggai Kepulauan
72,02,Banggai
72,03,Morowali
72,04,Poso
72,05,Donggala
72,06,Toli-Toli
72,07,Buol
72,08,Parigi Moutong
72,09,Tojo Una-Una
72,10,Sigi
72,71,Kota Palu
73,01,Kepulauan Selayar
73,02,Bulukumba
73,03,Bantaeng
73,04,Jeneponto
73,05,Takalar
73,06,Gowa
73,07,Sinjai
73,08,Bone
73,09,Maros
73,10,Pangkajene Kepulauan
73,11,Barru
73,12,Soppeng
73,13,Wajo
73,14,Sidenreng Rappang
73,15,Pinrang
73,16,Enrekang
73,17,Luwu
73,18,Tana Toraja
73,22,Luwu Utara
73,71,Kota Makassar
73,72,Kota Pare-pare
73,73,Kota Palopo
74,01,BUTON
74,02,MUNA
74,03,KONAWE
74,04,KOLAKA
74,06,BOMBANA
74,07,WAKATOBI
74,08,KOLAKA UTARA
74,71,Kota KENDARI
74,72,Kota BAU-BAU
75,01,Boalemo
75,02,Gorontalo
75,03,Pohuwato
75,04,Bone Bolango
75,05,Gorontalo Utara
75,71,Kota Gorontalo
76,01,Majene
76,02,Polewali Mandar
76,03,Mamasa
76,04,Mamuju
76,05,Mamuju Utara
81,01,Maluku Tenggara Barat
81,03,Maluku Tengah
81,05,Kepulauan Aru
81,06,Seram Bagian Barat
81,07,Seram Bagian Timur
81,08,Maluku Barat Daya
81,09,Buru Selatan
81,71,Kota Ambon
81,72,Kota Tual
82,01,Halmahera Barat
82,02,Halmahera Tengah
82,03,Kepulauan Sula
82,04,Halmahera Selatan
82,05,Halmahera Utara
82,06,Halmahera Timur
82,07,Pulau Morotai
82,71,Kota Ternate
91,01,Fakfak
91,02,Kaimana
91,03,Teluk Wondama
91,04,Teluk Bintuni
91,06,Sorong Selatan
91,07,Sorong
91,08,Raja Ampat
91,71,Kota Sorong
92,01,Merauke
92,02,Jayawijaya
92,03,Jayapura
92,04,Nabire
92,05,Biak Numfor
92,11,Puncak Jaya
92,12,Mimika
92,13,Boven Digoel
92,14,Mappi
92,15,Asmat
92,17,Pegunungan Bintang
92,19,Sarmi
92,20,Keerom
92,27,Supiori
92,28,Mamberamo Raya
92,29,Lanny Jaya
92,71,Kota Jayapura
