12,02,001,RSU Permata Madina,U,RS Umum,C,C,02,TINGKAT II,S,SWASTA,Jl. Merdeka No. 155 Kelurahan Kayu Jati Kecamatan Panyabungan
12,02,002,RSUD dr. Husni Thamrin,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,"Jl. Multatuli No. 72,Kab.Mandailing Natal"
12,02,003,RS ARMINA MADINA,U,RS Umum,K,Kelas belum ditetapkan,02,TINGKAT II,S,SWASTA NON PROFIT,Jl. Merdeka No. 23 Kayu Jati - Panyabungan
12,03,001,RSUD Gunung Tua,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,"JL. RAYA GUNUNG TUA - BINANGA, KM-6"
12,03,002,RSUD Sibuhuan,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,Jln. KH. Dewantara Sibuhuan Kec. Barumun
12,03,003,RSU Sipirok,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,"Jl. RSU No.1,Sipirok Tapsel"
12,03,004,RSU Panyabungan,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,"Jl. Merdeka No.40, Kayu Jati Panyabungan"
12,04,001,RSUD Pandan,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,Jl. Dr. Ferdinan Lumbantobing No. 5 Pandan
12,05,001,RSU Dr Hadrianus Sinaga,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,Jl. Dr Hadrianus Sinaga No. 86 Pangururan
12,05,002,RSU Tarutung,U,RS Umum,B,B,02,TINGKAT II,K,PEMKAB,Jl. Agus Salim No. 1 Tarutung
12,05,003,RSU Dolok Sanggul,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,Jl. RSU NO.1
12,05,004,RSU Porsea,U,RS Umum,C,C,02,TINGKAT II,K,PEMKAB,"Jl. Raja Sipakko Napitulu, Ds. Parparean I, Kec. Porsea, Kab. Toba Samosir"
12,05,005,RS HKBP Balige,U,RS Umum,C,C,02,TINGKAT II,S,SWASTA NON PROFIT,"Jl. Gereja No.17,Balige"
12,05,006,RSU HKBP Nainggolan,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Nainggolan,Kab.Tapanuli Utara"
12,06,001,RSU Nuraini,U,RS Umum,D,D,,,S,SWASTA,"Jl Lintas Sumatera, Bloksongo"
12,07,001,RSU Rantau Prapat,U,RS Umum,B,B,,,K,PEMKAB,"Jl. KH Dewantara 129, Rantau Prapat"
12,07,002,RS PTP III Indrya Husada,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Membang Muda Labuhan Batu
12,07,003,RS PTP III Aek Nabara,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Aek Nabara Kab.Labuhan Batu
12,07,004,RS Sri Torgamba,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,"Torgamba Aek Batu,Labuhan Batu"
12,07,005,RSU Kasih Ibu,U,RS Umum,D,D,,,S,SWASTA,Jl. Torpisang Mata No. 16 Rantau Rapat
12,08,001,RS SETIO HUSODO,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,JL. SM. Raja No.67 Kisaran
12,08,002,"RSU H.Abd.Manan Simatupang, Kisaran",U,RS Umum,C,C,,,K,PEMKAB,Jl. Sisingamangaraja No. 310 Kisaran
12,08,003,RS Ibu Kartini,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,Jl. Sekh Silau Rengas Kisaran
12,08,004,RS PTPN III Sei Dadap,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Jl. Protokol Sei Dadap-Sumut
12,08,005,RS PT Inalum,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,"Tanjung Gading, Kab.Asahan"
12,08,006,RS Megasari,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,Jl. Lintas Sumatera Km. 10 Kec Air Batu Kab. Asahan
12,09,001,RS PTP IV Laras,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Serbalawan Kab.Simalungun
12,09,002,RSUD TUAN RONDAHAIM,U,RS Umum,D,D,,,K,PEMKAB,Komplek Perkantoran SKPD PEMKAB Simalungun
12,09,003,RS PTP VIII Balimbingan,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Balimbingan Pematang Siantar
12,09,004,RSU Bethesda GKPS,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Seribu Dolok,Kab.Simalungun"
12,09,005,RSU Parapat,U,RS Umum,D,D,,,K,PEMKAB,"JL. KOLONEL TPR SINAGA, PARAPAT"
12,09,006,RSUD Simalungun,U,RS Umum,C,C,,,K,PEMKAB,Kabupaten Simalungun
12,09,007,RS Bridgestone Sumatera Rubber Estate,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,"Dolok Marangir,Kab.Simalungun"
12,09,008,RS GKPS PEMATANG RAYA,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl.Pdt.J.Wismar Saragih No.133 Pematang Raya
12,10,001,RSU Sidikalang,U,RS Umum,C,C,,,K,PEMKAB,"Jl. Rumah Sakit 19,Sidikalang"
12,11,001,RSU Amanda,U,RS Umum,D,D,,,S,SWASTA,JL. DJAMIN GINTING SIMPANG KORPRI NO. 1
12,11,002,RS Ester,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Veteran No.21,Kabanjahe"
12,11,003,RSU Kabanjahe,U,RS Umum,C,C,,,K,PEMKAB,Jl. Kapten Selamat Ketaren No. 08 Kabanjahe
12,11,004,RSU FLORA,U,RS Umum,D,D,,,S,SWASTA,jl. letjen jamin ginting no. 81 Kabanjahe
12,11,005,RS Efarina Etaham,U,RS Umum,B,B,,,S,SWASTA,"Jl. Djamin Ginting, Berastagi - Desa Raya, Kab. Karo"
12,11,006,RS Kusta Lau Simomo,K,RS Khusus,K,Kelas belum ditetapkan,,,V,PEMPROP,"Desa Lau Simomo,Kec.Kabanjahe,Kab.Karo"
12,12,001,RS Halvetia,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Kapt Sumars No.Deli Serdang
12,12,002,RSUD Deli Serdang,U,RS Umum,B,B,,,K,PEMKAB,Jl. Thamrin
12,12,003,RSU KELIAT,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl. Sutan Arab No. 3 Dusun 2 Klumpang Kampung
12,12,004,RSU THEOTOKOS,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl. Besar Namorambe No.10-15
12,12,005,RSU YOSHUA,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,Jln. Medan Lubuk Pakam N0. 70
12,12,006,RSU Morawa Utama,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,"Jl. Medan Tanjung Morawa Km.18,5, Tanjung Morawa - Deli Serdang"
12,12,007,RSU MITRA HUSADA,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,JL. GAMBIR PASAR VIII NO 100
12,12,008,RS Sembiring,U,RS Umum,B,B,,,S,SWASTA NON PROFIT,"Jl. Besar No.77, Deli Tua"
12,12,009,RS Dr Gerhard L Tobing,U,RS Umum,C,C,,,S,BUMN,Desa Buntu Bedimbar Tanjung Morawa Deli Serdang
12,12,010,RS Sari Mutiara Lubuk Pakam,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Medan No.17,Lubuk Pakam"
12,12,011,RS Rahmad Hidayah,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Limau Manis Pasar XIII No.61, Desa Limau Manis, Tanjung Morawa"
12,12,012,RS Hidayah,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Medan Deli Tua Km. 8,5 No. 55"
12,12,013,Rumah Sakit Patar Asih,U,RS Umum,C,C,,,S,SWASTA,jl. bakaran batu desa Tumpatan Dusun manggis no. 45
12,12,014,RSU Sinar Husni,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Veteran Gg.Utama Psr.V Helvetia,Deli Serdang"
12,12,015,RS Nur Saadah,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Tanjung Morawa Km.12,Deli Serdang"
12,12,016,RSU Anirma,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl. Teratai Baru Gg. Amal No. 95 Deli Tua
12,12,017,RSU MITRA SEHAT,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,Jl. Sei Merah No. 300 Tanjung Morawa
12,12,018,RSU JOKO,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl. Sudirman Desa Cinta Rakyat Percut Sei Tuan
12,13,001,RSU Tanjung Pura,U,RS Umum,C,C,,,K,PEMKAB,Jl. Khairil Anwar No.9 Tanjung Pura
12,13,002,"RSU "" Insani """,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,Jl. Perniagaan No.36 Kel.Stabat Baru Kec.Stabat Kabupaten Langkat
12,13,003,RS Pertamina P Brandan,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,JALAN WAHIDIN NO 1 PANGKALAN BERANDAN
12,13,004,RS PTP II Tg Selamat,U,RS Umum,C,C,,,S,BUMN,Padang Tualang Langkat
12,13,005,RSU Delia,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,Jl. K.H. Dewantara No.24 Kec. Selesai Kabupaten Langkat
12,14,001,RSUD Lukas Hilisimaetano,U,RS Umum,D,D,,,K,PEMKAB,Kabupaten Nias Selatan
12,14,002,Rumah Sakit Umum Stella Maris,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,Jl. Mgr. Albertus Soegijapranata Bintang Laut Telukdalam
12,15,001,RSUD Salak Kab.PakPak Bharat,U,RS Umum,D,D,,,K,PEMKAB,"Jl. Raja David, Kab.Pakpak Bharat"
12,16,001,RSU Melati,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Deli No. 105-115 Perbaungan, Serdang Bedagai"
12,16,002,RSUD Sultan Sulaiman Syariful Alamsyah,U,RS Umum,C,C,,,K,PEMKAB,Kabupaten Serdang Bedagai
12,16,003,RS Grand Medistra,U,RS Umum,B,B,,,S,SWASTA NON PROFIT,Jl. Medan No.66 Lubuk Pakam
12,16,004,RSU Sawit Indah Perbaungan,U,RS Umum,D,D,,,S,SWASTA,Jl. May.Jend (Purn) H.T. Rizal Nurdin No.10 Perbaungan
12,16,005,RSU Trianda,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,"Jln.Medan - Tebing Tinggi Km.42,5 No.752B Desa Pasar Bengkel, Kecamatan Perbaung More ..."
12,16,006,Rumah Sakit Pabatu PTPN IV,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Desa Kedai Damar Kec.Tebing tinggi Kab.serdang bedagai
12,17,001,RSUD BATU BARA,U,RS Umum,D,D,,,K,PEMKAB,"Jl. Datuk Kubah Batu Bara, Kuwala Gunung Kec. Lima Puluh Kab. Batu Bara"
12,16,002,RSIA Keluarga Lasmi,K,RS Khusus,D,D,,,S,SWASTA NON PROFIT,Jl. Pancasila Dusun X desa Tanah Tinggi
12,17,001,RSU PERMATA MADINA SIBUHUAN,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,Jl. Ki Hajar Dewantara Sibuhuan
12,18,001,RSUD Kota Pinang,U,RS Umum,K,Kelas belum ditetapkan,,,K,PEMKAB,Jl. Istana No. 26
12,18,001,RSUD KABUPATEN AEK KANOPAN,U,RS Umum,K,Kelas belum ditetapkan,,,K,PEMKAB,Jln. Jendral Sudirman. No. 25 Aek Kanopan
12,19,001,RSU Dr Fl Tobing Sibolga,U,RS Umum,B,B,,,K,PEMKOT,Jl. Dr. F.L. Tobing No. 35 Sibolga
12,19,002,Rumkitban Sibolga,U,RS Umum,K,Kelas belum ditetapkan,,,T,TNI/POLRI,"Jl. Anggrek No.6,Sibolga"
12,19,003,RS METTA MEDIKA SIBOLGA,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA,JL. SUTOYO SISWOMIHARJO NO. 34 SIBOLGA
12,20,001,BPRSU Dr. Tengku Mansyur,U,RS Umum,C,C,,,K,PEMKOT,Jl. Mayjen Sutoyo NO. 39 Tanjung Balai
12,21,001,Rumkit Tk IV Pematang Siantar,U,RS Umum,K,Kelas belum ditetapkan,,,T,TNI/POLRI,"Jl. Gn Simanuk Manuk,P Siantar"
12,21,002,RS Harapan,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Jl. Farel Pasaribu 21,P.Siantar"
12,21,003,RS Horas Insani,U,RS Umum,C,C,,,S,SWASTA,"Jl. Medan Km.2,5,Pematang Siantar"
12,21,004,RS Mina Padi,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Jl. Medan KM.10,Pematang Siantar"
12,21,005,RS Vita Insani,U,RS Umum,C,C,,,S,SWASTA,"Jl. Merdeka No.239, Pematang Siantar"
12,21,006,RSUD.Dr. Djasaman Saragih,U,RS Umum,B,B,,,K,PEMKOT,"Jl. Sutomo No. 230, Pematangsiantar"
12,21,007,RS HARAPAN,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Farel Pasaribu No. 21
12,21,008,RSIA SUAKA INSAN,K,RS Khusus,C,C,,,S,SWASTA,Jl. Seram Atas No. 5 B
12,22,001,RSUD.Dr. H.Kumpulan Pane,U,RS Umum,B,B,,,K,PEMKOT,Jl. Dr. Kumpulan Pane No.226
12,22,002,RS PTPN III Sri Pamela,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,Jl. Jend Sudirman Tebing Tinggi
12,22,003,RS Herna Tebing Tinggi,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Jl. Balai Kota No.2,Tebing Tinggi"
12,22,004,RS BHAYANGKARA TEBING TINGGI,U,RS Umum,D,D,,,T,TNI/POLRI,JL. PAHLAWAN NO. 17
12,23,001,RS Pel Belawan I Bahagia,U,RS Umum,K,Kelas belum ditetapkan,,,S,BUMN,"Jl. Stasiun No.92, Belawan Medan"
12,23,002,Rumkit Tk II Putri Hijau Medan,U,RS Umum,B,B,,,T,TNI/POLRI,"Jl. Putri Hijau No. 17, Medan"
12,23,003,RS AL Belawan,U,RS Umum,D,D,,,T,TNI/POLRI,"Jl. Bengkalis Belawan No.1,Medan"
12,23,004,RS Islam Malahayati,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Pangeran Diponegoro No.2-4
12,23,005,RS Jiwa Medan,K,RS Khusus,B,B,,,K,PEMPROP,"Jl. Tali Air 21 Padang Bulan,Medan"
12,23,006,RSU H Adam Malik,U,RS Umum,A,A,,,P,KEMKES,"Jl. Bunga Lau N0. 17, Medan"
12,23,007,Murni Teguh Memorial Hospital,U,RS Umum,B,B,,,S,SWASTA,Jalan Jawa No. 2 Medan
12,23,008,"RS Columbia Asia, Medan",U,RS Umum,B,B,,,S,SWASTA,Jl. Listrik No.2A Medan.
12,23,009,RS Bina Sejahtera,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,"Jl. Simpang Kantor No.6, Medan Labuhan"
12,23,010,RSU Vina Estetica,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Sultan Iskandar Muda No.119
12,23,011,RSU Dr Pirngadi,U,RS Umum,B,B,,,K,PEMKOT,"Jl. Prof H M Yamin SH 47, Medan"
12,23,012,RSU Sarah,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,Jl. Baja Raya No.10 - Medan
12,23,013,RSK Mata Medan Baru Medical Centre,K,RS Khusus,C,C,,,S,SWASTA NON PROFIT,"Jl. Abdullah Lubis No.67, Medan"
12,23,014,RSU METHODIS SUSANNA WESLEY,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Setia Budi Pasar II Tanjung Sari
12,23,015,RSU Haji Medan,U,RS Umum,B,B,,,K,PEMPROP,Jl. RS. Haji Medan Estate
12,23,016,RS Full Bethesda,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,"Jl. Binjai Km.10,8/Jl. Sama No.71, Medan"
12,23,017,RS Materna,U,RS Umum,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,"Jl. Teuku Umar 9-11,Medan"
12,23,018,RSU Siti Hajar,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,"Jl. Letjend Jamin Ginting No.2, Medan"
12,23,019,RSU Mitra Sejati,U,RS Umum,C,C,,,S,SWASTA NON PROFIT,Jl. Jend.AH Nasution No.7 Pangkalan Masyhur Medan
12,23,020,RSU Mitra Medika,U,RS Umum,D,D,,,S,SWASTA NON PROFIT,"Jl. K.L. Yos Sudarso Km 7,5 Tanjung Mulia,Medan"
12,23,021,RSIA Rosiva,K,RS Khusus,K,Kelas belum ditetapkan,,,S,SWASTA NON PROFIT,Jl. Bangka No 15 Medan
